beta1,beta2,beta3,alpha1,alpha2,alpha3,actual_beta1,actual_beta2,actual_beta3,actual_alpha1,actual_alpha2,actual_alpha3,x1,y1,z1,q01,qx1,qy1,qz1,error1,x2,y2,z2,q02,qx2,qy2,qz2,error2
-12.654511223054138,-19.102733411140296,-22.94086999768875,0.8376323531620582,1.0500861427170738,0.6021648053745388,,,,,,,,,,,,,,,,,,,,,,
-14.021073231648222,-20.20559450385495,-23.039615181928614,0.21314488546005916,0.24258355068538207,1.5490587719591966,,,,,,,,,,,,,,,,,,,,,,
-14.778446475469956,-18.71049208892939,-19.546100297656093,2.4438267591724006,0.5028302180143431,0.2451088886655329,,,,,,,,,,,,,,,,,,,,,,
-14.83245397313843,-20.082412422144987,-24.919671374033612,3.302954623903297,1.4579251963843725,0.24267338484120243,,,,,,,,,,,,,,,,,,,,,,
-14.20261390465979,-16.58002511637145,-22.56424437568645,1.5314469067202965,0.1429349792106814,1.0179646049023103,,,,,,,,,,,,,,,,,,,,,,
-14.788092344582916,-18.60848128951728,-24.533078889479,1.9401342315470544,1.1793803543402475,0.9445505134237309,,,,,,,,,,,,,,,,,,,,,,
-14.575989864007344,-17.731470705839055,-20.57616547488943,0.5828637888089898,1.544983531678021,0.8690220019779114,,,,,,,,,,,,,,,,,,,,,,
-14.31401047166162,-18.721603357436855,-22.920568667680364,2.4966919488001103,2.097605972292393,0.21503963083696515,,,,,,,,,,,,,,,,,,,,,,
-11.530776111662764,-11.959596474431795,-13.369069976551593,0.35702593165059937,0.015172908232240318,0.04202660899061881,,,,,,,,,,,,,,,,,,,,,,
-11.5581368605059,-14.924220174646624,-20.888923474305553,2.444242395848389,0.5993861044104093,0.07765675698979568,,,,,,,,,,,,,,,,,,,,,,
-12.654511223054138,-19.102733411140296,-22.94086999768875,0.8376323531620582,1.0500861427170738,0.6021648053745388,,,,,,,,,,,,,,,,,,,,,,
-14.021073231648222,-20.20559450385495,-23.039615181928614,0.21314488546005916,0.24258355068538207,1.5490587719591966,,,,,,,,,,,,,,,,,,,,,,
-14.778446475469956,-18.71049208892939,-19.546100297656093,2.4438267591724006,0.5028302180143431,0.2451088886655329,,,,,,,,,,,,,,,,,,,,,,
