beta1,beta2,beta3,alpha1,alpha2,alpha3,actual_beta1,actual_beta2,actual_beta3,actual_alpha1,actual_alpha2,actual_alpha3,x1,y1,z1,q01,qx1,qy1,qz1,error1,x2,y2,z2,q02,qx2,qy2,qz2,error2
7.5126231825701035,7.654094197895907,8.523135681144788,-0.8510736124105627,3.093055617563753,-2.6310894055396448,,,,,,,,,,,,,,,,,,,,,,
3.5302330846456687,5.174697791179229,7.800613969139256,-3.4144608337006677,-3.041581156022378,-1.9683086818842346,,,,,,,,,,,,,,,,,,,,,,
0.24784491926356456,2.7805491570858205,4.695738056658815,2.6366020342669687,-1.782199398914477,-0.06697857615054813,,,,,,,,,,,,,,,,,,,,,,
7.540108499257378,11.644500392222387,18.786623931275212,-2.2304459680499913,3.3606544338913396,1.0159418077853217,,,,,,,,,,,,,,,,,,,,,,
11.140486746075238,16.640057872627246,18.595088083112422,-2.667465313804733,-1.6340467816913347,3.611705286677584,,,,,,,,,,,,,,,,,,,,,,
5.309152742863457,6.579498923915903,12.9224173391937,-1.6331975037316744,-3.7235341386987666,3.427172488197048,,,,,,,,,,,,,,,,,,,,,,
1.0134143921338077,5.067524346153949,14.97642425026217,-3.3383782147341576,-1.4463247814253322,-2.2642177435485027,,,,,,,,,,,,,,,,,,,,,,
6.355491546336412,11.779445336810964,17.495866620920786,1.4782326528259366,0.3095835374750665,-3.4586308791174614,,,,,,,,,,,,,,,,,,,,,,
3.4823367678701076,6.48445383919057,12.714625846095018,1.4728582452489831,-3.716061628073343,-3.9073422642347215,,,,,,,,,,,,,,,,,,,,,,
3.5411679042586717,6.303314122869111,7.04809183942052,-0.30737616148653174,-1.7900322024602346,-4.018118857031076,,,,,,,,,,,,,,,,,,,,,,
16.75022388569449,21.615482083667867,22.024072254155882,1.655167821303977,0.11657977655643831,-2.288816100826702,,,,,,,,,,,,,,,,,,,,,,
12.91049449105677,15.321746792727117,19.350279350818628,-1.6644438375490183,2.0218346605109176,-1.1771079552351686,,,,,,,,,,,,,,,,,,,,,,
7.6613167935233175,11.85644371477126,20.60854767779183,2.48326863573906,-4.076425339154064,-3.2058848330083674,,,,,,,,,,,,,,,,,,,,,,
0.9331832516550779,4.877035016562886,12.812944501006562,0.8230283311533739,1.2283210185185436,-3.439850044837844,,,,,,,,,,,,,,,,,,,,,,
0.7748273202421162,1.1895811069772595,5.503125283218588,2.9927898973053826,-0.7988505119920278,-0.7566069026724064,,,,,,,,,,,,,,,,,,,,,,
0.29020742361323715,6.06771238207851,14.886087763640072,3.1660209047208436,-3.330008765720138,-3.058110882425187,,,,,,,,,,,,,,,,,,,,,,
0.48277795452765737,3.979868203321715,10.202426661662521,0.4788112150016604,3.6447041323761664,2.4744111341629815,,,,,,,,,,,,,,,,,,,,,,
7.9027386728055715,12.266783827855342,21.111255072137233,-0.5210302259118259,-3.7785339008057246,-3.688455506728428,,,,,,,,,,,,,,,,,,,,,,
9.9705347475857,14.716288309098744,21.52876272597375,-2.050434987013525,-0.45318829465295596,-1.049757667677258,,,,,,,,,,,,,,,,,,,,,,
10.122173768244732,13.567500102145349,15.053424015581912,-0.1717334800053909,-3.2089746084380253,-3.144749910408043,,,,,,,,,,,,,,,,,,,,,,
3.665449559935636,9.09767327360991,19.52470725146278,3.588451296099345,-3.380290807553171,2.974123109176307,,,,,,,,,,,,,,,,,,,,,,
7.447924522924607,13.18062968355929,17.867912036607766,-3.1321046972540114,3.8506934843362184,0.09173859272074802,,,,,,,,,,,,,,,,,,,,,,
0.3755921774203135,6.167052067843189,15.876567993565878,0.08191719107266855,2.8379895555684382,-2.396652952888384,,,,,,,,,,,,,,,,,,,,,,
8.380003411793123,9.187995901476729,19.196606277293867,0.9901734180742117,-2.47715116917452,-4.161703399090091,,,,,,,,,,,,,,,,,,,,,,
4.742813798368726,6.141696656196733,9.286517680131478,-4.097286883354551,-0.008255835861950495,-1.1643645742580662,,,,,,,,,,,,,,,,,,,,,,
3.575705446546919,9.000579812783737,17.546096813485306,3.2291540023253624,2.660686870971355,1.1649057450939768,,,,,,,,,,,,,,,,,,,,,,
4.65859249955855,8.738258307471657,18.504177965098823,4.125174018117307,-0.49347965153595236,-3.4092971475417193,,,,,,,,,,,,,,,,,,,,,,
4.752644217825727,8.676072753701238,17.59078279974142,1.125779868974177,-0.10105574958904767,-1.66898172549541,,,,,,,,,,,,,,,,,,,,,,
16.30695871902249,22.281664446760466,30.508638998673028,2.848811237080445,-2.4539919015749665,-0.6380127277257184,,,,,,,,,,,,,,,,,,,,,,
6.862964350662004,9.181962275823484,17.855632246125385,3.069894396427309,-3.3155169581329424,-3.187937960188394,,,,,,,,,,,,,,,,,,,,,,
13.713082556502293,16.287032674814466,18.272976660318868,-1.4483321664476245,2.095368990079764,1.9096109500931364,,,,,,,,,,,,,,,,,,,,,,
2.9323948073585857,4.425215075404159,8.211753554332716,0.39788670722751873,3.214506204125463,1.228003936980424,,,,,,,,,,,,,,,,,,,,,,
5.769513476752032,7.023062002694044,17.53192373709719,-0.029648265968864423,-1.2360908841500848,-0.7827247205501693,,,,,,,,,,,,,,,,,,,,,,
1.4386598266366533,2.3115289573714057,11.532192751576632,-0.3386068020341444,-0.7903579092796673,2.269373742555717,,,,,,,,,,,,,,,,,,,,,,
11.895743749439067,17.79684177087337,18.49794432126399,0.863111431772154,0.20188298757924963,1.8016337581719137,,,,,,,,,,,,,,,,,,,,,,
8.521272226738567,12.170602948080163,21.883472050333094,3.196061701427747,3.3826274382909562,0.48937820383726854,,,,,,,,,,,,,,,,,,,,,,
4.485482104005383,8.698726410030645,18.485903329094995,1.7683246728906372,-2.1317044892183112,-2.0035267411067603,,,,,,,,,,,,,,,,,,,,,,
6.649219304436291,10.270888182528978,20.254135678821093,3.1303432538223563,-2.105979232666376,1.7246880635038495,,,,,,,,,,,,,,,,,,,,,,
8.518756248638525,12.579026499935368,12.900618914041958,3.1606300135506693,0.7748912335093493,-1.940857500296256,,,,,,,,,,,,,,,,,,,,,,
7.622564001308381,13.549172751060656,19.252649851605586,4.014231196339024,3.0342900471710856,-2.4459188731388584,,,,,,,,,,,,,,,,,,,,,,
8.777098618458666,12.086397028229673,14.795757233598835,-3.6051275188991134,-3.9931788098901433,-3.487428999940327,,,,,,,,,,,,,,,,,,,,,,
1.2301516871493354,3.653704745971853,13.613188839207936,3.3455302849608333,-4.144430129642564,-4.078202438664456,,,,,,,,,,,,,,,,,,,,,,
4.925223331571479,8.119933137811039,11.805958808645823,-1.0129879098339316,0.924526602047354,-2.05319100907835,,,,,,,,,,,,,,,,,,,,,,
12.757390042108415,16.21313132999638,19.207990525108674,2.7373861424049117,2.208310810006479,3.540576863018361,,,,,,,,,,,,,,,,,,,,,,
11.999046361674553,14.906865209791857,20.58546605452549,0.5387628736827138,3.2555379207856627,-2.182893175801562,,,,,,,,,,,,,,,,,,,,,,
3.244524864459112,5.907063099995643,15.489127636908165,-3.236244905515374,-1.8317838946260583,3.4970560985956687,,,,,,,,,,,,,,,,,,,,,,
0.3387040703878301,5.548763759027924,9.589388371721322,3.2752588704399366,-3.278033130984334,1.383838607557462,,,,,,,,,,,,,,,,,,,,,,
6.635978054389877,11.636103975371128,22.166971923694916,0.03148864360912328,-3.0505195324067507,0.3977723433516242,,,,,,,,,,,,,,,,,,,,,,
12.577975236275398,14.505938660396115,22.28074998869856,-2.6675359741976585,-0.3471859525436151,-1.2245075557917238,,,,,,,,,,,,,,,,,,,,,,
6.00047088322546,6.02931427040835,16.07268680125261,3.733405475201876,3.5526950847921928,1.1606413263984166,,,,,,,,,,,,,,,,,,,,,,
11.989937870596181,15.850700680450622,23.161510621304124,0.72496326794985,3.4861210390544515,-3.950107229172382,,,,,,,,,,,,,,,,,,,,,,
5.507159948289573,7.395348388873027,13.670300060468772,0.41336444492429686,0.09362449662570398,2.12996227922064,,,,,,,,,,,,,,,,,,,,,,
11.27335444259837,16.26148794984224,26.06467521336971,-1.4827637278002719,2.9400598348725673,-2.564639792000538,,,,,,,,,,,,,,,,,,,,,,
